Title,URL,Creator,Journal,Year,Citations,processed_text
Exploring students’ lived experience in online learning during Covid-19 pandemic through a phenomenological hermeneutic perspective,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217811326&origin=resultslist,Afifah W.,International Journal of Educational Research Open,2025,0,jajah alam hidup siswa ajar online pandemi covid 19 perspektif hermeneutik fenomenologis
Performance evaluation of feature extraction to improve the classification of PTM in C-glycosylation using XGBoost,https://www.scopus.com/record/display.uri?eid=2-s2.0-85216692683&origin=resultslist,Damayanti,Bulletin of Electrical Engineering and Informatics,2025,0,evaluasi kerja ekstraksi fitur tingkat klasifikasi ptm glikosilasi c xgboost
"Institutional Analysis of Sustainable Management of the Sekampung Watershed, Lampung Province, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-85216964043&origin=resultslist,Edison,Jurnal Sylva Lestari,2025,0,analisis institusional kelola lanjut provinsi lampung kampung provinsi indonesia
An Enhanced Deep Neural Network Approach for WiFi Fingerprinting-Based Multi-Floor Indoor Localization,https://www.scopus.com/record/display.uri?eid=2-s2.0-85212556433&origin=resultslist,Ayinla S.L.,IEEE Open Journal of the Communications Society,2025,0,dekat jaring saraf tingkat wifi sidik jari multi -lantai bas lokalisasi ruang
"Transforming Vocational Education through Augmented Reality: A Systematic Review of Current Trends, Challenges, and Future Opportunities",https://www.scopus.com/record/display.uri?eid=2-s2.0-85213012160&origin=resultslist,Indarta Y.,Data and Metadata,2025,0,ubah didik juru augmented reality tinjau sistematis tren tantang peluang
Unraveling the role of bimetal oxide CuO/MnO2 on modified catalyst from solid waste incineration fly ash to enhance NOx removal,https://www.scopus.com/record/display.uri?eid=2-s2.0-85210638480&origin=resultslist,Darmansyah D.,Journal of Environmental Chemical Engineering,2025,1,ungkap peran bimetal oksida cuo mno2 katalis modifikasi insinerasi limbah padat ash tingkat hapus nox
Higher Carbon Tax Rates More Effective in Reducing Emissions in G20 Countries?,https://www.scopus.com/record/display.uri?eid=2-s2.0-85214660717&origin=resultslist,Wahyudi H.,Journal of Environmental and Earth Sciences,2025,0,tarif pajak karbon efektif kurang emisi negara -negara g20
Modeling Vector Error Correction with Exogeneous (VECMX) Variable for Analyzing Nonstationary Variable Energy Used and Gross Domestic Product (GDP),https://www.scopus.com/record/display.uri?eid=2-s2.0-85214673202&origin=resultslist,Usman M.,Science and Technology Indonesia,2025,0,model koreksi salah vektor variabel vecmx eksogen analis energi variabel nonstasioner pdb produk domestik bruto
Capturing Climate Change Online Discourse to Support agriculture Research,https://www.scopus.com/record/display.uri?eid=2-s2.0-85218236724&origin=resultslist,Wijaya T.,BIO Web of Conferences,2025,0,tangkap wacana online ubah iklim dukung teliti tani
Biological modification of functional properties of orange-fleshed sweet potato flour by spontaneous fermentation and its possible utilization,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002132892&origin=resultslist,Yuliana N.,BIO Web of Conferences,2025,0,modifikasi biologis sifat fungsional tepung ubi jalar daging oranye fermentasi spontan manfaat
"Conservation and Economic Impact of Damar Trees in Damar Park on the Island of Sumatra, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-86000595908&origin=resultslist,Dewi B.S.,International Journal of Design and Nature and Ecodynamics,2025,0,konservasi dampak ekonomi pohon damar taman damar pulau sumatra indonesia
Construction of CeO2-decorated carboxyl functionalized graphene oxide as a durable and efficient photocatalyst for the ciprofloxacin elimination in wastewater,https://www.scopus.com/record/display.uri?eid=2-s2.0-85194071442&origin=resultslist,Kusworo T.D.,Journal of the Taiwan Institute of Chemical Engineers,2025,7,konstruksi ceo2 dekorasi karboksil fungsi graphene oksida fotokatalis tahan efisien eliminasi ciprofloxacin air limbah
Community Social Capital in Supporting Ecosystem Recovery in Rawa Kidang of Way Kambas National Park,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217258994&origin=resultslist,Wulandari C.,Journal of Multidisciplinary Applied Natural Science,2025,0,modal sosial komunitas dukung pulih ekosistem rawa kidang of way taman nasional kambas
Utilisation of nanocellulose from cassava peels in polymer electrolyte membrane fabrication,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002269113&origin=resultslist,Widiarto S.,Polymer International,2025,0,manfaat nanoselulosa kulit singkong fabrikasi membran elektrolit polimer
"Institutional Analysis of Sustainable Management of the Sekampung Watershed, Lampung Province, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-85216964043&origin=resultslist,Edison,Jurnal Sylva Lestari,2025,0,analisis institusional kelola lanjut provinsi lampung kampung provinsi indonesia
Extraction and Activity Test of Antibacterial Compounds from Limberry Leaves (Triphasia Trifolia) Against Vibrio Sp,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217196607&origin=resultslist,Herdiana N.,Journal of Multidisciplinary Applied Natural Science,2025,0,ekstraksi uji aktivitas senyawa antibakteri daun limberry triphasia trifolia vibrio sp sp vibrio
Identification and sensitivity testing of whip smut pathogen on sugarcane to fungicideand plant extracts,https://www.scopus.com/record/display.uri?eid=2-s2.0-105000793784&origin=resultslist,Efri,Journal of Tropical Plant Pests and Diseases,2025,0,uji identifikasi sensitivitas patogen smut whip tebu fungisitas ekstrak tanam
"Ultrasonic-assisted adsorption of methylene blue using shrimp shells as a low-cost adsorbent: Evaluation on the adsorption isotherm, kinetics, and thermodynamics",https://www.scopus.com/record/display.uri?eid=2-s2.0-85216507766&origin=resultslist,Misran E.,South African Journal of Chemical Engineering,2025,1,adsorpsi bantu ultrasonik metilen biru cangkang udang evaluasi adsorben biaya rendah kinetika isoterm adsorpsi termodinamika
Online Learning Technology: Implications on Mental Health and Learning Outcomes of Students,https://www.scopus.com/record/display.uri?eid=2-s2.0-85216035611&origin=resultslist,Made A.M.,"Salud, Ciencia y Tecnologia",2025,0,implikasi teknologi ajar online sehat mental hasil ajar siswa
Recent trends in conversion of rice straw into bioethanol: a bibliometric analysis,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217240656&origin=resultslist,Sukma A.C.T.,E3S Web of Conferences,2025,0,tren baru konversi jerami padi bioetanol analisis bibliometri
"Mapping landslide vulnerability using subsurface rock elastic parameters: A case study of Lebong Regency, Bengkulu",https://www.scopus.com/record/display.uri?eid=2-s2.0-86000308014&origin=resultslist,Hadi A.I.,Kuwait Journal of Science,2025,0,meta rentan tanah longsor parameter elastis batu muka studi lebong regency bengkulu
Exploring the influence of ethical leadership on employee performance: the mediating role of Islamic work ethic,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002375286&origin=resultslist,Hayati K.,International Journal of Ethics and Systems,2025,0,jajah pengaruh pimpin etis kerja karyawan peran mediasi etika kerja islam
Antidiabetic Activity Test of Fe(III) Complex Compound with Arginine Ligand in Male Mice (Mus Musculus L.),https://www.scopus.com/record/display.uri?eid=2-s2.0-85214482691&origin=resultslist,Ambarwati Y.,Journal of Multidisciplinary Applied Natural Science,2025,0,uji aktivitas antidiabetes senyawa kompleks fe iii ligan arginin tikus jantan musculus l
Flexible and Sustainable Incremental Houses: Advancing Semi-Volumetric Systems of Prefabricated Construction for Rapid Urbanization in Indonesia,https://www.scopus.com/record/display.uri?eid=2-s2.0-85215972031&origin=resultslist,Viriezky V.,Infrastructures,2025,0,rumah -rumah tambah fleksibel lanjut maju sistem semi volumetrik konstruksi prefabrikasi urbanisasi cepat indonesia
"Determinants of Stunting Severity Among Under-Fives: Comparison of Agricultural and Nonagricultural Households in South Lampung Regency, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-105001563120&origin=resultslist,Bakri S.,Advances in Public Health,2025,0,tentu parah tonjol banding rumah tangga tani non -pertanian kabupaten lampung selatan indonesia
Rule-Based Dialect of Tulang Bawang Stemmer,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002282173&origin=resultslist,Abidin Z.,"ICADEIS 2025 - 2025 International Conference on Advancement in Data Science, E-learning and Informat",2025,0,dialek bas atur tulang bawang stemmer
Design and implementation of PV emulator based on synchronous buck converter using Arduino Nano microcontroller,https://www.scopus.com/record/display.uri?eid=2-s2.0-85218735817&origin=resultslist,Samosir A.S.,International Journal of Power Electronics and Drive Systems,2025,0,desain implementasi emulator pv dasar konverter buck sinkron mikrokontroler arduino nano
Digitalisation of Islamic Finance in the Era of Industrial Revolution 5.0: The Contribution of Crowdfunding and e-Wakaf to Islamic Fintech,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219038405&origin=resultslist,Wahyudi H.,International Journal of Economics and Financial Issues,2025,0,digitalisasi uang islam era revolusi industri 5 0 kontribusi crowdfunding e wakaf islamic fintech
"Comparative Analysis of Serum Magnesium Ion Levels Using Three Measurement Methods: Spectrophotometry, Atomic Absorption Spectrophotometry, and Inductively Coupled Plasma With Optical Emission Spectrophotometry",https://www.scopus.com/record/display.uri?eid=2-s2.0-105001580329&origin=resultslist,Mulya Harahap R.I.,International Journal of Analytical Chemistry,2025,0,analisis komparatif kadar ion magnesium serum metode ukur spektrofotometri spektrofotometri serap atom plasma gabung induktif spektrofotometri emisi optik
THE IMPACT OF THE SURFACE RUNOFF COEFFICIENT (C) ON LAND UTILIZATION,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217647112&origin=resultslist,Romdania Y.,Planning Malaysia,2025,0,dampak koefisien limpas muka c manfaat lahan
Discovery of potential alleles for iron (Fe) toxicity tolerance in rice: Phenotypic and genotypes analysis of doubled haploid lines,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000147563&origin=resultslist,Chrisnawati L.,Biodiversitas,2025,0,temu alel potensial toleransi toksisitas fe besi fenotipik padi analisis genotipe garis haploid ganda
The Partition Dimension of Daisy Graphs and Its Barbell,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002354552&origin=resultslist,Asmiati,Science and Technology Indonesia,2025,0,dimensi partisi grafik daisy barbel
Investigation of Mechanical Strength and Fatigue Crack Growth Behavior of Hot-Rolled SUP9 Steel for Leaf Spring Suspension Application,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001148484&origin=resultslist,Badaruddin M.,Iranian Journal of Materials Science and Engineering,2025,0,investigasi kuat mekanik perilaku tumbuh retak lelah baja sup9 gulung panas aplikasi suspensi pegas daun
Screening of Sugarcane Commercial GMP Varieties Tolerant to Drought Stress Based on Molecular Detection of P5CS Gene,https://www.scopus.com/record/display.uri?eid=2-s2.0-85214273816&origin=resultslist,Mahfut M.,Journal of Multidisciplinary Applied Natural Science,2025,1,skrining varietas gmp komersial tebu toleran tekan kering dasar deteksi molekuler gen p5cs
"The Cultural Communication Based on the Philosophy of Lampung, Indonesian Society in Traditional Wedding",https://www.scopus.com/record/display.uri?eid=2-s2.0-85217580327&origin=resultslist,Kartika T.,Journal of Ecohumanism,2025,0,komunikasi budaya dasar filsafat masyarakat lampung indonesia nikah tradisional
DISTRIBUTION OF SUGARCANE SHIELD SCALE (AULACASPIS TEGALENSIS) AND COCCINELLID PREDATORS AGGREGATION ON SUGARCANE PLANTS,https://www.scopus.com/record/display.uri?eid=2-s2.0-85216518422&origin=resultslist,Pramono S.,Plant Protection,2025,0,distribusi skala perisai tebu aulacaspis tegalensis agregasi predator coccinellid tanam tebu
Effect of chemical modification using glyoxylic acid on the stability of α-amylase from Aspergillus fumigatus,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217790492&origin=resultslist,Yandri Y.,Pure and Applied Chemistry,2025,0,efek modifikasi kimia asam glioksilat stabilitas  amilase aspergillus fumigatus
"Determinants of Stunting Severity Among Under-Fives: Comparison of Agricultural and Nonagricultural Households in South Lampung Regency, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-105001563120&origin=resultslist,Bakri S.,Advances in Public Health,2025,0,tentu parah tonjol banding rumah tangga tani non -pertanian kabupaten lampung selatan indonesia
PERMEABILITY AND COMPRESSIVE STRENGTH OF NORMAL CONCRETE SUBMERGED IN SEA AND BRACKISH WATER,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219000129&origin=resultslist,Niken C.,Jurnal Teknologi,2025,0,permeabilitas kuat tekan beton normal rendam laut air payau
Modeling Vector Error Correction with Exogeneous (VECMX) Variable for Analyzing Nonstationary Variable Energy Used and Gross Domestic Product (GDP),https://www.scopus.com/record/display.uri?eid=2-s2.0-85214673202&origin=resultslist,Usman M.,Science and Technology Indonesia,2025,0,model koreksi salah vektor variabel vecmx eksogen analis energi variabel nonstasioner pdb produk domestik bruto
The effectiveness of Liu-Estimator in predicting poverty levels in Indonesia: Comparative study and application of simulation,https://www.scopus.com/record/display.uri?eid=2-s2.0-85216433813&origin=resultslist,Herawati N.,Multidisciplinary Science Journal,2025,0,efektivitas estimator liu prediksi tingkat miskin studi banding indonesia terap simulasi
Utilisation of nanocellulose from cassava peels in polymer electrolyte membrane fabrication,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002269113&origin=resultslist,Widiarto S.,Polymer International,2025,0,manfaat nanoselulosa kulit singkong fabrikasi membran elektrolit polimer
Developing the conceptual framework of an integrated information systems for Indonesian construction industry,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001290838&origin=resultslist,Setiawan W.,Built Environment Project and Asset Management,2025,0,kembang kerangka konseptual sistem informasi padu industri konstruksi indonesia
Capturing Climate Change Online Discourse to Support agriculture Research,https://www.scopus.com/record/display.uri?eid=2-s2.0-85218236724&origin=resultslist,Wijaya T.,BIO Web of Conferences,2025,0,tangkap wacana online ubah iklim dukung teliti tani
Pelletizing of Attapulgite/Carbon Nanocomposite From Used Bleaching Earth for Continuous Treatment of Wastewater From a Natural Rubber Factory,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000125720&origin=resultslist,Hermida L.,ASEAN Journal on Science and Technology for Development,2025,1,pelet nanokomposit karbon attapulgit bumi mutih bekas obat lanjut air limbah pabrik karet alami
"The Cultural Communication Based on the Philosophy of Lampung, Indonesian Society in Traditional Wedding",https://www.scopus.com/record/display.uri?eid=2-s2.0-85217580327&origin=resultslist,Kartika T.,Journal of Ecohumanism,2025,0,komunikasi budaya dasar filsafat masyarakat lampung indonesia nikah tradisional
Digital Skills and Technology Integration Challenges in Vocational High School Teacher Learning,https://www.scopus.com/record/display.uri?eid=2-s2.0-85213021186&origin=resultslist,Riyanda A.R.,Data and Metadata,2025,0,terampil digital tantang integrasi teknologi ajar guru sekolah tengah juru
The Impact of Carbon Tax Policies in Achieving the Ambitious Target of Net Zero Emissions 2060 in G20 Countries,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000052037&origin=resultslist,Wahyudi H.,International Journal of Energy Economics and Policy,2025,0,dampak bijak pajak karbon capai target ambisius emisi nol bersih 2060 negara -negara g20
"Study of water pollution parameters in the dry and rainy seasons on the pollution index of the Mesuji River, Lampung, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-85213514366&origin=resultslist,Istomi A.R.,Results in Chemistry,2025,0,studi parameter polusi air musim kering hujan indeks polusi sungai mesuji lampung indonesia
"Recent Advances in Bioethanol Production from Rice Straw: Strategies, New Concepts, and Challenges",https://www.scopus.com/record/display.uri?eid=2-s2.0-85208546738&origin=resultslist,Sukma A.C.T.,International Journal of Environmental Research,2025,1,maju baru produksi bioetanol strategi padi strategi konsep tantang
Capturing Climate Change Online Discourse to Support agriculture Research,https://www.scopus.com/record/display.uri?eid=2-s2.0-85218236724&origin=resultslist,Wijaya T.,BIO Web of Conferences,2025,0,tangkap wacana online ubah iklim dukung teliti tani
Performance study of Photovoltaic/Thermal (PV/T) collector with cross-cut fins,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001917816&origin=resultslist,Amrizal,Journal of Physics: Conference Series,2025,0,studi kerja kolektor pv t termal fotovoltaik sirip potong silang
Impact of Covid–19 and Foreign Direct Investment on Indonesia’s Economic Growth,https://www.scopus.com/record/display.uri?eid=2-s2.0-85218993194&origin=resultslist,Suparta I.W.,International Journal of Economics and Financial Issues,2025,0,dampak covid - 19 investasi langsung asing tumbuh ekonomi indonesia
Synthesis of rice husk-based-mesoporous silica nanoparticles by facile calcination,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217247554&origin=resultslist,Rumiyanti L.,Functional Composites and Structures,2025,0,sintesis nanopartikel silika bas sekam beras kalsinasi luas
"Ultrasonic-assisted adsorption of methylene blue using shrimp shells as a low-cost adsorbent: Evaluation on the adsorption isotherm, kinetics, and thermodynamics",https://www.scopus.com/record/display.uri?eid=2-s2.0-85216507766&origin=resultslist,Misran E.,South African Journal of Chemical Engineering,2025,1,adsorpsi bantu ultrasonik metilen biru cangkang udang evaluasi adsorben biaya rendah kinetika isoterm adsorpsi termodinamika
In vivo Evaluation of Saccharomyces-Modified Tempeh as Potential Prebiotic and Probiotic Food using Mus musculus as an Animal Model,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217200036&origin=resultslist,Kustyawati M.E.,Journal of Multidisciplinary Applied Natural Science,2025,0,evaluasi in vivo saccharomyces modifikasi tempe potensi makan prebiotik probiotik musculus model hewan
Breast Cancer Area Identification in Mammograms Using Expectation Maximization Gaussian Mixture Model,https://www.scopus.com/record/display.uri?eid=2-s2.0-85212633517&origin=resultslist,Nisa R.K.,Karbala International Journal of Modern Science,2025,0,identifikasi area kanker payudara mammogram ekspektasi maksimal model campur gaussian
Design for sustainable behaviour effect: Identifying behaviour changes pattern through eco feedback strategy,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001918302&origin=resultslist,Panuju A.Y.T.,Journal of Physics: Conference Series,2025,0,desain efek perilaku lanjut identifikasi pola ubah perilaku strategi umpan eco
Spodoptera litura F. Immune System Against Exposure to the Biopesticide Mirabilis jalapa L.,https://www.scopus.com/record/display.uri?eid=2-s2.0-105000863075&origin=resultslist,Maulina D.,Agrivita,2025,0,spodoptera litura f immune system against exposure to the biopesticide mirabilis jalapa l
Impact of Covid–19 and Foreign Direct Investment on Indonesia’s Economic Growth,https://www.scopus.com/record/display.uri?eid=2-s2.0-85218993194&origin=resultslist,Suparta I.W.,International Journal of Economics and Financial Issues,2025,0,dampak covid - 19 investasi langsung asing tumbuh ekonomi indonesia
Efficiency of Sawdust Biomass Utilization as an Alternative Energy Source for Tea Leaf Drying Using Cyclone Burner,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000153626&origin=resultslist,Asnawi R.,Journal of Renewable Energy and Environment,2025,0,efisiensi manfaat biomassa serbuk gergaji sumber energi alternatif ering daun teh bakar siklon
Developing the conceptual framework of an integrated information systems for Indonesian construction industry,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001290838&origin=resultslist,Setiawan W.,Built Environment Project and Asset Management,2025,0,kembang kerangka konseptual sistem informasi padu industri konstruksi indonesia
Development of Past Learning Recognition Assessment Data Processing System for Professional Engineer Program Using Scrum Method,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002072879&origin=resultslist,Septiana T.,International Journal of Information Engineering and Electronic Business,2025,0,kembang sistem pemrosesan data nilai ajar program insinyur profesional metode scrum
Investigation of Mechanical Strength and Fatigue Crack Growth Behavior of Hot-Rolled SUP9 Steel for Leaf Spring Suspension Application,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001148484&origin=resultslist,Badaruddin M.,Iranian Journal of Materials Science and Engineering,2025,0,investigasi kuat mekanik perilaku tumbuh retak lelah baja sup9 gulung panas aplikasi suspensi pegas daun
EXPRESSION-BASED E-WORKSHEET (EBEW): AN EFFORT TO ENHANCE STUDENT’ COMPUTATIONAL THINKING SKILLS,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217797356&origin=resultslist,Herlina K.,Journal of Technology and Science Education,2025,0,lembar kerja bas ekspresi ebew upaya tingkat terampil pikir komputasi siswa
An Enhanced Deep Neural Network Approach for WiFi Fingerprinting-Based Multi-Floor Indoor Localization,https://www.scopus.com/record/display.uri?eid=2-s2.0-85212556433&origin=resultslist,Ayinla S.L.,IEEE Open Journal of the Communications Society,2025,0,dekat jaring saraf tingkat wifi sidik jari multi -lantai bas lokalisasi ruang
Green Synthesis of Hierarchical H-ZSM-5 from Sugarcane Bagasse Silica and Application as Catalyst for Conversion of Cellulose into Glucose,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217460112&origin=resultslist,Rilyanti M.,Journal of Multidisciplinary Applied Natural Science,2025,0,sintesis hijau hierarchical h zsm 5 sugarcane bestasse silica aplikasi katalis konversi selulosa glukosa
Synthesis of rice husk-based-mesoporous silica nanoparticles by facile calcination,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217247554&origin=resultslist,Rumiyanti L.,Functional Composites and Structures,2025,0,sintesis nanopartikel silika bas sekam beras kalsinasi luas
Antidiabetic Activity Test of Fe(III) Complex Compound with Arginine Ligand in Male Mice (Mus Musculus L.),https://www.scopus.com/record/display.uri?eid=2-s2.0-85214482691&origin=resultslist,Ambarwati Y.,Journal of Multidisciplinary Applied Natural Science,2025,0,uji aktivitas antidiabetes senyawa kompleks fe iii ligan arginin tikus jantan musculus l
Synthesis of rice husk-based-mesoporous silica nanoparticles by facile calcination,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217247554&origin=resultslist,Rumiyanti L.,Functional Composites and Structures,2025,0,sintesis nanopartikel silika bas sekam beras kalsinasi luas
Exploring the influence of ethical leadership on employee performance: the mediating role of Islamic work ethic,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002375286&origin=resultslist,Hayati K.,International Journal of Ethics and Systems,2025,0,jajah pengaruh pimpin etis kerja karyawan peran mediasi etika kerja islam
Properties of Indonesian short rotation coppice (Calliandra calothyrsus) biochar as a coal substitute in the steelmaking process,https://www.scopus.com/record/display.uri?eid=2-s2.0-85218711462&origin=resultslist,Wijaya B.A.,Biomass Conversion and Biorefinery,2025,0,properti rotasi pendek indonesia coppice calliandra calothyrsus biochar ganti batubara proses buat baja
Performance study of Photovoltaic/Thermal (PV/T) collector with cross-cut fins,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001917816&origin=resultslist,Amrizal,Journal of Physics: Conference Series,2025,0,studi kerja kolektor pv t termal fotovoltaik sirip potong silang
Resolving Medical Disputes: Lessons from U.S. Arbitration for Indonesia’s Legal Framework,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219296379&origin=resultslist,Fakih M.,Hasanuddin Law Review,2025,0,selesai ajar selisih medis arbitrase kerangka hukum indonesia
Exploring Public Sentiment on Green Economy Policy: A Natural Language Processing-Based Analysis,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000159934&origin=resultslist,Putri W.R.E.,International Journal of Energy Economics and Policy,2025,0,jajah sentimen publik bijak ekonomi hijau analisis bas pemrosesan bahasa alami
"Chemical Profile of The Ethyl Acetate Extract of Aspergillus sydowi, 22-PLP1-F1, as Antibacterial Agent Against Clinically Resistant Strains of Staphylococcus aureus and Pseudomonas aeruginosa",https://www.scopus.com/record/display.uri?eid=2-s2.0-85215362488&origin=resultslist,Setiawan A.,Journal of Multidisciplinary Applied Natural Science,2025,0,profil kimia ekstrak etil asetat aspergillus sydowi 22 plp1 f1 agen antibakteri strain staphylococcus aureus pseudomonas aeruginosa resisten klinis
On f -derivations on polynomial modules,https://www.scopus.com/record/display.uri?eid=2-s2.0-85181936084&origin=resultslist,Fitriani,Journal of Algebra and its Applications,2025,0,derivasi f modul polinomial
4C skills teaching activities for mathematics teachers: application of modified nominal group technique,https://www.scopus.com/record/display.uri?eid=2-s2.0-85210517860&origin=resultslist,Zakaria M.I.,Journal of Education and Learning,2025,0,giat ajar terampil 4c ajar matematika terap teknik kelompok nominal modifikasi
"Molecular characterization and effectiveness cross-protection of weak strains against super-infection malignant strains Cucumber mosaic virus (CMV) on cayenne pepper (Capsicum annuum L.) in Lampung, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-85219091866&origin=resultslist,Mahfut,Journal of Tropical Plant Pests and Diseases,2025,0,karakterisasi molekuler efektivitas lindung silang strain lemah infeksi super strain maligna mentimun virus mosaik cmv cayenne pepper capsicum annuum l lampung indonesia
THE IMPACT OF THE SURFACE RUNOFF COEFFICIENT (C) ON LAND UTILIZATION,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217647112&origin=resultslist,Romdania Y.,Planning Malaysia,2025,0,dampak koefisien limpas muka c manfaat lahan
Discovery of potential alleles for iron (Fe) toxicity tolerance in rice: Phenotypic and genotypes analysis of doubled haploid lines,https://www.scopus.com/record/display.uri?eid=2-s2.0-86000147563&origin=resultslist,Chrisnawati L.,Biodiversitas,2025,0,temu alel potensial toleransi toksisitas fe besi fenotipik padi analisis genotipe garis haploid ganda
The Partition Dimension of Daisy Graphs and Its Barbell,https://www.scopus.com/record/display.uri?eid=2-s2.0-105002354552&origin=resultslist,Asmiati,Science and Technology Indonesia,2025,0,dimensi partisi grafik daisy barbel
Investigation of Mechanical Strength and Fatigue Crack Growth Behavior of Hot-Rolled SUP9 Steel for Leaf Spring Suspension Application,https://www.scopus.com/record/display.uri?eid=2-s2.0-105001148484&origin=resultslist,Badaruddin M.,Iranian Journal of Materials Science and Engineering,2025,0,investigasi kuat mekanik perilaku tumbuh retak lelah baja sup9 gulung panas aplikasi suspensi pegas daun
Screening of Sugarcane Commercial GMP Varieties Tolerant to Drought Stress Based on Molecular Detection of P5CS Gene,https://www.scopus.com/record/display.uri?eid=2-s2.0-85214273816&origin=resultslist,Mahfut M.,Journal of Multidisciplinary Applied Natural Science,2025,1,skrining varietas gmp komersial tebu toleran tekan kering dasar deteksi molekuler gen p5cs
"The Cultural Communication Based on the Philosophy of Lampung, Indonesian Society in Traditional Wedding",https://www.scopus.com/record/display.uri?eid=2-s2.0-85217580327&origin=resultslist,Kartika T.,Journal of Ecohumanism,2025,0,komunikasi budaya dasar filsafat masyarakat lampung indonesia nikah tradisional
DISTRIBUTION OF SUGARCANE SHIELD SCALE (AULACASPIS TEGALENSIS) AND COCCINELLID PREDATORS AGGREGATION ON SUGARCANE PLANTS,https://www.scopus.com/record/display.uri?eid=2-s2.0-85216518422&origin=resultslist,Pramono S.,Plant Protection,2025,0,distribusi skala perisai tebu aulacaspis tegalensis agregasi predator coccinellid tanam tebu
Effect of chemical modification using glyoxylic acid on the stability of α-amylase from Aspergillus fumigatus,https://www.scopus.com/record/display.uri?eid=2-s2.0-85217790492&origin=resultslist,Yandri Y.,Pure and Applied Chemistry,2025,0,efek modifikasi kimia asam glioksilat stabilitas  amilase aspergillus fumigatus
"Determinants of Stunting Severity Among Under-Fives: Comparison of Agricultural and Nonagricultural Households in South Lampung Regency, Indonesia",https://www.scopus.com/record/display.uri?eid=2-s2.0-105001563120&origin=resultslist,Bakri S.,Advances in Public Health,2025,0,tentu parah tonjol banding rumah tangga tani non -pertanian kabupaten lampung selatan indonesia
PERMEABILITY AND COMPRESSIVE STRENGTH OF NORMAL CONCRETE SUBMERGED IN SEA AND BRACKISH WATER,https://www.scopus.com/record/display.uri?eid=2-s2.0-85219000129&origin=resultslist,Niken C.,Jurnal Teknologi,2025,0,permeabilitas kuat tekan beton normal rendam laut air payau
4C skills teaching activities for mathematics teachers: application of modified nominal group technique,https://www.scopus.com/record/display.uri?eid=2-s2.0-85210517860&origin=resultslist,Zakaria M.I.,Journal of Education and Learning,2025,0,giat ajar terampil 4c ajar matematika terap teknik kelompok nominal modifikasi
"Microstructures, optical, magnetic properties, and specific absorption rate of novel magnetite/mesoporous silica nanoparticles synthesized using green route for magnetic hyperthermia application",https://www.scopus.com/record/display.uri?eid=2-s2.0-85206114010&origin=resultslist,Saputra M.E.,Colloids and Surfaces A: Physicochemical and Engineering Aspects,2025,0,struktur mikro sifat magnetik optik laju serap spesifik magnetit nanopartikel silika mesopori sintesis rute hijau aplikasi hipertermia magnetik
